Plug Flow Rate (m^3 s^-1),Slip Flow Rate (m^3 s^-1)
4.959677772008949e-09,3.183261686127736e-11
4.950238361491306e-09,3.191207789336556e-10
4.950238361491306e-09,2.712526620936073e-10
4.950238361491306e-09,2.2338454525355894e-10
4.950238361491306e-09,1.7551642841351057e-10
4.950238361491306e-09,1.2764831157346225e-10
4.950238361491306e-09,7.978019473341392e-11
4.950238361491306e-09,3.1912077893365556e-11
4.950238361491306e-09,3.1898827509386186e-10
4.950238361491306e-09,2.7114003382978263e-10
4.950238361491306e-09,2.232917925657033e-10
4.950238361491306e-09,1.7544355130162402e-10
4.950238361491306e-09,1.2759531003754474e-10
4.950238361491306e-09,7.974706877346546e-11
4.950238361491306e-09,3.189882750938618e-11
4.950238361491306e-09,3.1885579876859347e-10
4.950238361491306e-09,2.710274289533045e-10
4.950238361491306e-09,2.231990591380155e-10
4.950238361491306e-09,1.7537068932272644e-10
4.950238361491306e-09,1.2754231950743742e-10
4.950238361491306e-09,7.971394969214838e-11
4.950238361491306e-09,3.1885579876859354e-11
4.950238361491306e-09,3.187233499578505e-10
4.950238361491306e-09,2.7091484746417293e-10
4.950238361491306e-09,2.2310634497049537e-10
4.950238361491306e-09,1.7529784247681778e-10
4.950238361491306e-09,1.2748933998314022e-10
4.950238361491306e-09,7.968083748946264e-11
4.950238361491306e-09,3.187233499578505e-11
4.950238361491306e-09,3.185909286616328e-10
4.950238361491306e-09,2.708022893623879e-10
4.950238361491306e-09,2.2301365006314298e-10
4.950238361491306e-09,1.7522501076389806e-10
4.950238361491306e-09,1.2743637146465313e-10
4.950238361491306e-09,7.964773216540822e-11
4.950238361491306e-09,3.1859092866163276e-11
4.950238361491306e-09,3.1845853487994057e-10
4.950238361491306e-09,2.7068975464794947e-10
4.950238361491306e-09,2.2292097441595837e-10
4.950238361491306e-09,1.7515219418396732e-10
4.950238361491306e-09,1.2738341395197624e-10
4.950238361491306e-09,7.961463371998516e-11
4.950238361491306e-09,3.1845853487994054e-11
4.950238361491306e-09,3.1832616861277363e-10
4.950238361491306e-09,2.7057724332085757e-10
4.950238361491306e-09,2.2282831802894154e-10
4.950238361491306e-09,1.750793927370255e-10
4.950238361491306e-09,1.2733046744510946e-10
4.950238361491306e-09,7.958154215319341e-11
4.950238361491306e-09,3.183261686127736e-11
4.94067609142987e-09,3.191207789336556e-10
4.94067609142987e-09,2.712526620936073e-10
4.94067609142987e-09,2.2338454525355894e-10
4.94067609142987e-09,1.7551642841351057e-10
4.94067609142987e-09,1.2764831157346225e-10
4.94067609142987e-09,7.978019473341392e-11
4.94067609142987e-09,3.1912077893365556e-11
4.94067609142987e-09,3.1898827509386186e-10
4.94067609142987e-09,2.7114003382978263e-10
4.94067609142987e-09,2.232917925657033e-10
4.94067609142987e-09,1.7544355130162402e-10
4.94067609142987e-09,1.2759531003754474e-10
4.94067609142987e-09,7.974706877346546e-11
4.94067609142987e-09,3.189882750938618e-11
4.94067609142987e-09,3.1885579876859347e-10
4.94067609142987e-09,2.710274289533045e-10
4.94067609142987e-09,2.231990591380155e-10
4.94067609142987e-09,1.7537068932272644e-10
4.94067609142987e-09,1.2754231950743742e-10
4.94067609142987e-09,7.971394969214838e-11
4.94067609142987e-09,3.1885579876859354e-11
4.94067609142987e-09,3.187233499578505e-10
4.94067609142987e-09,2.7091484746417293e-10
4.94067609142987e-09,2.2310634497049537e-10
4.94067609142987e-09,1.7529784247681778e-10
4.94067609142987e-09,1.2748933998314022e-10
4.94067609142987e-09,7.968083748946264e-11
4.94067609142987e-09,3.187233499578505e-11
4.94067609142987e-09,3.185909286616328e-10
4.94067609142987e-09,2.708022893623879e-10
4.94067609142987e-09,2.2301365006314298e-10
4.94067609142987e-09,1.7522501076389806e-10
4.94067609142987e-09,1.2743637146465313e-10
4.94067609142987e-09,7.964773216540822e-11
4.94067609142987e-09,3.1859092866163276e-11
4.94067609142987e-09,3.1845853487994057e-10
4.94067609142987e-09,2.7068975464794947e-10
4.94067609142987e-09,2.2292097441595837e-10
4.94067609142987e-09,1.7515219418396732e-10
4.94067609142987e-09,1.2738341395197624e-10
4.94067609142987e-09,7.961463371998516e-11
4.94067609142987e-09,3.1845853487994054e-11
4.94067609142987e-09,3.1832616861277363e-10
4.94067609142987e-09,2.7057724332085757e-10
4.94067609142987e-09,2.2282831802894154e-10
4.94067609142987e-09,1.750793927370255e-10
4.94067609142987e-09,1.2733046744510946e-10
4.94067609142987e-09,7.958154215319341e-11
4.94067609142987e-09,3.183261686127736e-11
4.9309921974979396e-09,3.191207789336556e-10
4.9309921974979396e-09,2.712526620936073e-10
4.9309921974979396e-09,2.2338454525355894e-10
4.9309921974979396e-09,1.7551642841351057e-10
4.9309921974979396e-09,1.2764831157346225e-10
4.9309921974979396e-09,7.978019473341392e-11
4.9309921974979396e-09,3.1912077893365556e-11
4.9309921974979396e-09,3.1898827509386186e-10
4.9309921974979396e-09,2.7114003382978263e-10
4.9309921974979396e-09,2.232917925657033e-10
4.9309921974979396e-09,1.7544355130162402e-10
4.9309921974979396e-09,1.2759531003754474e-10
4.9309921974979396e-09,7.974706877346546e-11
4.9309921974979396e-09,3.189882750938618e-11
4.9309921974979396e-09,3.1885579876859347e-10
4.9309921974979396e-09,2.710274289533045e-10
4.9309921974979396e-09,2.231990591380155e-10
4.9309921974979396e-09,1.7537068932272644e-10
4.9309921974979396e-09,1.2754231950743742e-10
4.9309921974979396e-09,7.971394969214838e-11
4.9309921974979396e-09,3.1885579876859354e-11
4.9309921974979396e-09,3.187233499578505e-10
4.9309921974979396e-09,2.7091484746417293e-10
4.9309921974979396e-09,2.2310634497049537e-10
4.9309921974979396e-09,1.7529784247681778e-10
4.9309921974979396e-09,1.2748933998314022e-10
4.9309921974979396e-09,7.968083748946264e-11
4.9309921974979396e-09,3.187233499578505e-11
4.9309921974979396e-09,3.185909286616328e-10
4.9309921974979396e-09,2.708022893623879e-10
4.9309921974979396e-09,2.2301365006314298e-10
4.9309921974979396e-09,1.7522501076389806e-10
4.9309921974979396e-09,1.2743637146465313e-10
4.9309921974979396e-09,7.964773216540822e-11
4.9309921974979396e-09,3.1859092866163276e-11
4.9309921974979396e-09,3.1845853487994057e-10
4.9309921974979396e-09,2.7068975464794947e-10
4.9309921974979396e-09,2.2292097441595837e-10
4.9309921974979396e-09,1.7515219418396732e-10
4.9309921974979396e-09,1.2738341395197624e-10
4.9309921974979396e-09,7.961463371998516e-11
4.9309921974979396e-09,3.1845853487994054e-11
4.9309921974979396e-09,3.1832616861277363e-10
4.9309921974979396e-09,2.7057724332085757e-10
4.9309921974979396e-09,2.2282831802894154e-10
4.9309921974979396e-09,1.750793927370255e-10
4.9309921974979396e-09,1.2733046744510946e-10
4.9309921974979396e-09,7.958154215319341e-11
4.9309921974979396e-09,3.183261686127736e-11
4.921187910900222e-09,3.191207789336556e-10
4.921187910900222e-09,2.712526620936073e-10
4.921187910900222e-09,2.2338454525355894e-10
4.921187910900222e-09,1.7551642841351057e-10
4.921187910900222e-09,1.2764831157346225e-10
4.921187910900222e-09,7.978019473341392e-11
4.921187910900222e-09,3.1912077893365556e-11
4.921187910900222e-09,3.1898827509386186e-10
4.921187910900222e-09,2.7114003382978263e-10
4.921187910900222e-09,2.232917925657033e-10
4.921187910900222e-09,1.7544355130162402e-10
4.921187910900222e-09,1.2759531003754474e-10
4.921187910900222e-09,7.974706877346546e-11
4.921187910900222e-09,3.189882750938618e-11
4.921187910900222e-09,3.1885579876859347e-10
4.921187910900222e-09,2.710274289533045e-10
4.921187910900222e-09,2.231990591380155e-10
4.921187910900222e-09,1.7537068932272644e-10
4.921187910900222e-09,1.2754231950743742e-10
4.921187910900222e-09,7.971394969214838e-11
4.921187910900222e-09,3.1885579876859354e-11
4.921187910900222e-09,3.187233499578505e-10
4.921187910900222e-09,2.7091484746417293e-10
4.921187910900222e-09,2.2310634497049537e-10
4.921187910900222e-09,1.7529784247681778e-10
4.921187910900222e-09,1.2748933998314022e-10
4.921187910900222e-09,7.968083748946264e-11
4.921187910900222e-09,3.187233499578505e-11
4.921187910900222e-09,3.185909286616328e-10
4.921187910900222e-09,2.708022893623879e-10
4.921187910900222e-09,2.2301365006314298e-10
4.921187910900222e-09,1.7522501076389806e-10
4.921187910900222e-09,1.2743637146465313e-10
4.921187910900222e-09,7.964773216540822e-11
4.921187910900222e-09,3.1859092866163276e-11
4.921187910900222e-09,3.1845853487994057e-10
4.921187910900222e-09,2.7068975464794947e-10
4.921187910900222e-09,2.2292097441595837e-10
4.921187910900222e-09,1.7515219418396732e-10
4.921187910900222e-09,1.2738341395197624e-10
4.921187910900222e-09,7.961463371998516e-11
4.921187910900222e-09,3.1845853487994054e-11
4.921187910900222e-09,3.1832616861277363e-10
4.921187910900222e-09,2.7057724332085757e-10
4.921187910900222e-09,2.2282831802894154e-10
4.921187910900222e-09,1.750793927370255e-10
4.921187910900222e-09,1.2733046744510946e-10
4.921187910900222e-09,7.958154215319341e-11
4.921187910900222e-09,3.183261686127736e-11
4.911264458376777e-09,3.191207789336556e-10
4.911264458376777e-09,2.712526620936073e-10
4.911264458376777e-09,2.2338454525355894e-10
4.911264458376777e-09,1.7551642841351057e-10
4.911264458376777e-09,1.2764831157346225e-10
4.911264458376777e-09,7.978019473341392e-11
4.911264458376777e-09,3.1912077893365556e-11
4.911264458376777e-09,3.1898827509386186e-10
4.911264458376777e-09,2.7114003382978263e-10
4.911264458376777e-09,2.232917925657033e-10
4.911264458376777e-09,1.7544355130162402e-10
4.911264458376777e-09,1.2759531003754474e-10
4.911264458376777e-09,7.974706877346546e-11
4.911264458376777e-09,3.189882750938618e-11
4.911264458376777e-09,3.1885579876859347e-10
4.911264458376777e-09,2.710274289533045e-10
4.911264458376777e-09,2.231990591380155e-10
4.911264458376777e-09,1.7537068932272644e-10
4.911264458376777e-09,1.2754231950743742e-10
4.911264458376777e-09,7.971394969214838e-11
4.911264458376777e-09,3.1885579876859354e-11
4.911264458376777e-09,3.187233499578505e-10
4.911264458376777e-09,2.7091484746417293e-10
4.911264458376777e-09,2.2310634497049537e-10
4.911264458376777e-09,1.7529784247681778e-10
4.911264458376777e-09,1.2748933998314022e-10
4.911264458376777e-09,7.968083748946264e-11
4.911264458376777e-09,3.187233499578505e-11
4.911264458376777e-09,3.185909286616328e-10
4.911264458376777e-09,2.708022893623879e-10
4.911264458376777e-09,2.2301365006314298e-10
4.911264458376777e-09,1.7522501076389806e-10
4.911264458376777e-09,1.2743637146465313e-10
4.911264458376777e-09,7.964773216540822e-11
4.911264458376777e-09,3.1859092866163276e-11
4.911264458376777e-09,3.1845853487994057e-10
4.911264458376777e-09,2.7068975464794947e-10
4.911264458376777e-09,2.2292097441595837e-10
4.911264458376777e-09,1.7515219418396732e-10
4.911264458376777e-09,1.2738341395197624e-10
4.911264458376777e-09,7.961463371998516e-11
4.911264458376777e-09,3.1845853487994054e-11
4.911264458376777e-09,3.1832616861277363e-10
4.911264458376777e-09,2.7057724332085757e-10
4.911264458376777e-09,2.2282831802894154e-10
4.911264458376777e-09,1.750793927370255e-10
4.911264458376777e-09,1.2733046744510946e-10
4.911264458376777e-09,7.958154215319341e-11
4.911264458376777e-09,3.183261686127736e-11
1.8100682046690576e-08,7.564867924906142e-10
1.8100682046690576e-08,6.43013773617022e-10
1.8100682046690576e-08,5.295407547434299e-10
1.8100682046690576e-08,4.160677358698379e-10
1.8100682046690576e-08,3.0259471699624567e-10
1.8100682046690576e-08,1.8912169812265357e-10
1.8100682046690576e-08,7.56486792490614e-11
1.8100682046690576e-08,7.562512158419678e-10
1.8100682046690576e-08,6.428135334656725e-10
1.8100682046690576e-08,5.293758510893775e-10
1.8100682046690576e-08,4.159381687130823e-10
1.8100682046690576e-08,3.0250048633678713e-10
1.8100682046690576e-08,1.8906280396049197e-10
1.8100682046690576e-08,7.562512158419677e-11
1.8100682046690576e-08,7.560156758793552e-10
1.8100682046690576e-08,6.426133244974518e-10
1.8100682046690576e-08,5.292109731155486e-10
1.8100682046690576e-08,4.158086217336454e-10
1.8100682046690576e-08,3.024062703517421e-10
1.8100682046690576e-08,1.8900391896983884e-10
1.8100682046690576e-08,7.560156758793551e-11
1.8100682046690576e-08,7.557801726027763e-10
1.8100682046690576e-08,6.424131467123598e-10
1.8100682046690576e-08,5.290461208219434e-10
1.8100682046690576e-08,4.15679094931527e-10
1.8100682046690576e-08,3.0231206904111055e-10
1.8100682046690576e-08,1.889450431506941e-10
1.8100682046690576e-08,7.557801726027763e-11
1.8100682046690576e-08,7.555447060122313e-10
1.8100682046690576e-08,6.422130001103966e-10
1.8100682046690576e-08,5.288812942085619e-10
1.8100682046690576e-08,4.155495883067273e-10
1.8100682046690576e-08,3.022178824048926e-10
1.8100682046690576e-08,1.8888617650305785e-10
1.8100682046690576e-08,7.555447060122313e-11
1.8100682046690576e-08,7.553092761077201e-10
1.8100682046690576e-08,6.420128846915621e-10
1.8100682046690576e-08,5.287164932754041e-10
1.8100682046690576e-08,4.154201018592461e-10
1.8100682046690576e-08,3.0212371044308805e-10
1.8100682046690576e-08,1.8882731902693005e-10
1.8100682046690576e-08,7.5530927610772e-11
1.8100682046690576e-08,7.550738828892427e-10
1.8100682046690576e-08,6.418128004558563e-10
1.8100682046690576e-08,5.285517180224699e-10
1.8100682046690576e-08,4.1529063558908345e-10
1.8100682046690576e-08,3.020295531556971e-10
1.8100682046690576e-08,1.887684707223107e-10
1.8100682046690576e-08,7.550738828892427e-11
1.807533952307146e-08,7.564867924906142e-10
1.807533952307146e-08,6.43013773617022e-10
1.807533952307146e-08,5.295407547434299e-10
1.807533952307146e-08,4.160677358698379e-10
1.807533952307146e-08,3.0259471699624567e-10
1.807533952307146e-08,1.8912169812265357e-10
1.807533952307146e-08,7.56486792490614e-11
1.807533952307146e-08,7.562512158419678e-10
1.807533952307146e-08,6.428135334656725e-10
1.807533952307146e-08,5.293758510893775e-10
1.807533952307146e-08,4.159381687130823e-10
1.807533952307146e-08,3.0250048633678713e-10
1.807533952307146e-08,1.8906280396049197e-10
1.807533952307146e-08,7.562512158419677e-11
1.807533952307146e-08,7.560156758793552e-10
1.807533952307146e-08,6.426133244974518e-10
1.807533952307146e-08,5.292109731155486e-10
1.807533952307146e-08,4.158086217336454e-10
1.807533952307146e-08,3.024062703517421e-10
1.807533952307146e-08,1.8900391896983884e-10
1.807533952307146e-08,7.560156758793551e-11
1.807533952307146e-08,7.557801726027763e-10
1.807533952307146e-08,6.424131467123598e-10
1.807533952307146e-08,5.290461208219434e-10
1.807533952307146e-08,4.15679094931527e-10
1.807533952307146e-08,3.0231206904111055e-10
1.807533952307146e-08,1.889450431506941e-10
1.807533952307146e-08,7.557801726027763e-11
1.807533952307146e-08,7.555447060122313e-10
1.807533952307146e-08,6.422130001103966e-10
1.807533952307146e-08,5.288812942085619e-10
1.807533952307146e-08,4.155495883067273e-10
1.807533952307146e-08,3.022178824048926e-10
1.807533952307146e-08,1.8888617650305785e-10
1.807533952307146e-08,7.555447060122313e-11
1.807533952307146e-08,7.553092761077201e-10
1.807533952307146e-08,6.420128846915621e-10
1.807533952307146e-08,5.287164932754041e-10
1.807533952307146e-08,4.154201018592461e-10
1.807533952307146e-08,3.0212371044308805e-10
1.807533952307146e-08,1.8882731902693005e-10
1.807533952307146e-08,7.5530927610772e-11
1.807533952307146e-08,7.550738828892427e-10
1.807533952307146e-08,6.418128004558563e-10
1.807533952307146e-08,5.285517180224699e-10
1.807533952307146e-08,4.1529063558908345e-10
1.807533952307146e-08,3.020295531556971e-10
1.807533952307146e-08,1.887684707223107e-10
1.807533952307146e-08,7.550738828892427e-11
1.804974173299101e-08,7.564867924906142e-10
1.804974173299101e-08,6.43013773617022e-10
1.804974173299101e-08,5.295407547434299e-10
1.804974173299101e-08,4.160677358698379e-10
1.804974173299101e-08,3.0259471699624567e-10
1.804974173299101e-08,1.8912169812265357e-10
1.804974173299101e-08,7.56486792490614e-11
1.804974173299101e-08,7.562512158419678e-10
1.804974173299101e-08,6.428135334656725e-10
1.804974173299101e-08,5.293758510893775e-10
1.804974173299101e-08,4.159381687130823e-10
1.804974173299101e-08,3.0250048633678713e-10
1.804974173299101e-08,1.8906280396049197e-10
1.804974173299101e-08,7.562512158419677e-11
1.804974173299101e-08,7.560156758793552e-10
1.804974173299101e-08,6.426133244974518e-10
1.804974173299101e-08,5.292109731155486e-10
1.804974173299101e-08,4.158086217336454e-10
1.804974173299101e-08,3.024062703517421e-10
1.804974173299101e-08,1.8900391896983884e-10
1.804974173299101e-08,7.560156758793551e-11
1.804974173299101e-08,7.557801726027763e-10
1.804974173299101e-08,6.424131467123598e-10
1.804974173299101e-08,5.290461208219434e-10
1.804974173299101e-08,4.15679094931527e-10
1.804974173299101e-08,3.0231206904111055e-10
1.804974173299101e-08,1.889450431506941e-10
1.804974173299101e-08,7.557801726027763e-11
1.804974173299101e-08,7.555447060122313e-10
1.804974173299101e-08,6.422130001103966e-10
1.804974173299101e-08,5.288812942085619e-10
1.804974173299101e-08,4.155495883067273e-10
1.804974173299101e-08,3.022178824048926e-10
1.804974173299101e-08,1.8888617650305785e-10
1.804974173299101e-08,7.555447060122313e-11
1.804974173299101e-08,7.553092761077201e-10
1.804974173299101e-08,6.420128846915621e-10
1.804974173299101e-08,5.287164932754041e-10
1.804974173299101e-08,4.154201018592461e-10
1.804974173299101e-08,3.0212371044308805e-10
1.804974173299101e-08,1.8882731902693005e-10
1.804974173299101e-08,7.5530927610772e-11
1.804974173299101e-08,7.550738828892427e-10
1.804974173299101e-08,6.418128004558563e-10
1.804974173299101e-08,5.285517180224699e-10
1.804974173299101e-08,4.1529063558908345e-10
1.804974173299101e-08,3.020295531556971e-10
1.804974173299101e-08,1.887684707223107e-10
1.804974173299101e-08,7.550738828892427e-11
1.8023890585408052e-08,7.564867924906142e-10
1.8023890585408052e-08,6.43013773617022e-10
1.8023890585408052e-08,5.295407547434299e-10
1.8023890585408052e-08,4.160677358698379e-10
1.8023890585408052e-08,3.0259471699624567e-10
1.8023890585408052e-08,1.8912169812265357e-10
1.8023890585408052e-08,7.56486792490614e-11
1.8023890585408052e-08,7.562512158419678e-10
1.8023890585408052e-08,6.428135334656725e-10
1.8023890585408052e-08,5.293758510893775e-10
1.8023890585408052e-08,4.159381687130823e-10
1.8023890585408052e-08,3.0250048633678713e-10
1.8023890585408052e-08,1.8906280396049197e-10
1.8023890585408052e-08,7.562512158419677e-11
1.8023890585408052e-08,7.560156758793552e-10
1.8023890585408052e-08,6.426133244974518e-10
1.8023890585408052e-08,5.292109731155486e-10
1.8023890585408052e-08,4.158086217336454e-10
1.8023890585408052e-08,3.024062703517421e-10
1.8023890585408052e-08,1.8900391896983884e-10
1.8023890585408052e-08,7.560156758793551e-11
1.8023890585408052e-08,7.557801726027763e-10
1.8023890585408052e-08,6.424131467123598e-10
1.8023890585408052e-08,5.290461208219434e-10
1.8023890585408052e-08,4.15679094931527e-10
1.8023890585408052e-08,3.0231206904111055e-10
1.8023890585408052e-08,1.889450431506941e-10
1.8023890585408052e-08,7.557801726027763e-11
1.8023890585408052e-08,7.555447060122313e-10
1.8023890585408052e-08,6.422130001103966e-10
1.8023890585408052e-08,5.288812942085619e-10
1.8023890585408052e-08,4.155495883067273e-10
1.8023890585408052e-08,3.022178824048926e-10
1.8023890585408052e-08,1.8888617650305785e-10
1.8023890585408052e-08,7.555447060122313e-11
1.8023890585408052e-08,7.553092761077201e-10
1.8023890585408052e-08,6.420128846915621e-10
1.8023890585408052e-08,5.287164932754041e-10
1.8023890585408052e-08,4.154201018592461e-10
1.8023890585408052e-08,3.0212371044308805e-10
1.8023890585408052e-08,1.8882731902693005e-10
1.8023890585408052e-08,7.5530927610772e-11
1.8023890585408052e-08,7.550738828892427e-10
1.8023890585408052e-08,6.418128004558563e-10
1.8023890585408052e-08,5.285517180224699e-10
1.8023890585408052e-08,4.1529063558908345e-10
1.8023890585408052e-08,3.020295531556971e-10
1.8023890585408052e-08,1.887684707223107e-10
1.8023890585408052e-08,7.550738828892427e-11
1.799778798412498e-08,7.564867924906142e-10
1.799778798412498e-08,6.43013773617022e-10
1.799778798412498e-08,5.295407547434299e-10
1.799778798412498e-08,4.160677358698379e-10
1.799778798412498e-08,3.0259471699624567e-10
1.799778798412498e-08,1.8912169812265357e-10
1.799778798412498e-08,7.56486792490614e-11
1.799778798412498e-08,7.562512158419678e-10
1.799778798412498e-08,6.428135334656725e-10
1.799778798412498e-08,5.293758510893775e-10
1.799778798412498e-08,4.159381687130823e-10
1.799778798412498e-08,3.0250048633678713e-10
1.799778798412498e-08,1.8906280396049197e-10
1.799778798412498e-08,7.562512158419677e-11
1.799778798412498e-08,7.560156758793552e-10
1.799778798412498e-08,6.426133244974518e-10
1.799778798412498e-08,5.292109731155486e-10
1.799778798412498e-08,4.158086217336454e-10
1.799778798412498e-08,3.024062703517421e-10
1.799778798412498e-08,1.8900391896983884e-10
1.799778798412498e-08,7.560156758793551e-11
1.799778798412498e-08,7.557801726027763e-10
1.799778798412498e-08,6.424131467123598e-10
1.799778798412498e-08,5.290461208219434e-10
1.799778798412498e-08,4.15679094931527e-10
1.799778798412498e-08,3.0231206904111055e-10
1.799778798412498e-08,1.889450431506941e-10
1.799778798412498e-08,7.557801726027763e-11
1.799778798412498e-08,7.555447060122313e-10
1.799778798412498e-08,6.422130001103966e-10
1.799778798412498e-08,5.288812942085619e-10
1.799778798412498e-08,4.155495883067273e-10
1.799778798412498e-08,3.022178824048926e-10
1.799778798412498e-08,1.8888617650305785e-10
1.799778798412498e-08,7.555447060122313e-11
1.799778798412498e-08,7.553092761077201e-10
1.799778798412498e-08,6.420128846915621e-10
1.799778798412498e-08,5.287164932754041e-10
1.799778798412498e-08,4.154201018592461e-10
1.799778798412498e-08,3.0212371044308805e-10
1.799778798412498e-08,1.8882731902693005e-10
1.799778798412498e-08,7.5530927610772e-11
1.799778798412498e-08,7.550738828892427e-10
1.799778798412498e-08,6.418128004558563e-10
1.799778798412498e-08,5.285517180224699e-10
1.799778798412498e-08,4.1529063558908345e-10
1.799778798412498e-08,3.020295531556971e-10
1.799778798412498e-08,1.887684707223107e-10
1.799778798412498e-08,7.550738828892427e-11
1.7971435827791223e-08,7.564867924906142e-10
1.7971435827791223e-08,6.43013773617022e-10
1.7971435827791223e-08,5.295407547434299e-10
1.7971435827791223e-08,4.160677358698379e-10
1.7971435827791223e-08,3.0259471699624567e-10
1.7971435827791223e-08,1.8912169812265357e-10
1.7971435827791223e-08,7.56486792490614e-11
1.7971435827791223e-08,7.562512158419678e-10
1.7971435827791223e-08,6.428135334656725e-10
1.7971435827791223e-08,5.293758510893775e-10
1.7971435827791223e-08,4.159381687130823e-10
1.7971435827791223e-08,3.0250048633678713e-10
1.7971435827791223e-08,1.8906280396049197e-10
1.7971435827791223e-08,7.562512158419677e-11
1.7971435827791223e-08,7.560156758793552e-10
1.7971435827791223e-08,6.426133244974518e-10
1.7971435827791223e-08,5.292109731155486e-10
1.7971435827791223e-08,4.158086217336454e-10
1.7971435827791223e-08,3.024062703517421e-10
1.7971435827791223e-08,1.8900391896983884e-10
1.7971435827791223e-08,7.560156758793551e-11
1.7971435827791223e-08,7.557801726027763e-10
1.7971435827791223e-08,6.424131467123598e-10
1.7971435827791223e-08,5.290461208219434e-10
1.7971435827791223e-08,4.15679094931527e-10
1.7971435827791223e-08,3.0231206904111055e-10
1.7971435827791223e-08,1.889450431506941e-10
1.7971435827791223e-08,7.557801726027763e-11
1.7971435827791223e-08,7.555447060122313e-10
1.7971435827791223e-08,6.422130001103966e-10
1.7971435827791223e-08,5.288812942085619e-10
1.7971435827791223e-08,4.155495883067273e-10
1.7971435827791223e-08,3.022178824048926e-10
1.7971435827791223e-08,1.8888617650305785e-10
1.7971435827791223e-08,7.555447060122313e-11
1.7971435827791223e-08,7.553092761077201e-10
1.7971435827791223e-08,6.420128846915621e-10
1.7971435827791223e-08,5.287164932754041e-10
1.7971435827791223e-08,4.154201018592461e-10
1.7971435827791223e-08,3.0212371044308805e-10
1.7971435827791223e-08,1.8882731902693005e-10
1.7971435827791223e-08,7.5530927610772e-11
1.7971435827791223e-08,7.550738828892427e-10
1.7971435827791223e-08,6.418128004558563e-10
1.7971435827791223e-08,5.285517180224699e-10
1.7971435827791223e-08,4.1529063558908345e-10
1.7971435827791223e-08,3.020295531556971e-10
1.7971435827791223e-08,1.887684707223107e-10
1.7971435827791223e-08,7.550738828892427e-11
1.7944836009906596e-08,7.564867924906142e-10
1.7944836009906596e-08,6.43013773617022e-10
1.7944836009906596e-08,5.295407547434299e-10
1.7944836009906596e-08,4.160677358698379e-10
1.7944836009906596e-08,3.0259471699624567e-10
1.7944836009906596e-08,1.8912169812265357e-10
1.7944836009906596e-08,7.56486792490614e-11
1.7944836009906596e-08,7.562512158419678e-10
1.7944836009906596e-08,6.428135334656725e-10
1.7944836009906596e-08,5.293758510893775e-10
1.7944836009906596e-08,4.159381687130823e-10
1.7944836009906596e-08,3.0250048633678713e-10
1.7944836009906596e-08,1.8906280396049197e-10
1.7944836009906596e-08,7.562512158419677e-11
1.7944836009906596e-08,7.560156758793552e-10
1.7944836009906596e-08,6.426133244974518e-10
1.7944836009906596e-08,5.292109731155486e-10
1.7944836009906596e-08,4.158086217336454e-10
1.7944836009906596e-08,3.024062703517421e-10
1.7944836009906596e-08,1.8900391896983884e-10
1.7944836009906596e-08,7.560156758793551e-11
1.7944836009906596e-08,7.557801726027763e-10
1.7944836009906596e-08,6.424131467123598e-10
1.7944836009906596e-08,5.290461208219434e-10
1.7944836009906596e-08,4.15679094931527e-10
1.7944836009906596e-08,3.0231206904111055e-10
1.7944836009906596e-08,1.889450431506941e-10
1.7944836009906596e-08,7.557801726027763e-11
1.7944836009906596e-08,7.555447060122313e-10
1.7944836009906596e-08,6.422130001103966e-10
1.7944836009906596e-08,5.288812942085619e-10
1.7944836009906596e-08,4.155495883067273e-10
1.7944836009906596e-08,3.022178824048926e-10
1.7944836009906596e-08,1.8888617650305785e-10
1.7944836009906596e-08,7.555447060122313e-11
1.7944836009906596e-08,7.553092761077201e-10
1.7944836009906596e-08,6.420128846915621e-10
1.7944836009906596e-08,5.287164932754041e-10
1.7944836009906596e-08,4.154201018592461e-10
1.7944836009906596e-08,3.0212371044308805e-10
1.7944836009906596e-08,1.8882731902693005e-10
1.7944836009906596e-08,7.5530927610772e-11
1.7944836009906596e-08,7.550738828892427e-10
1.7944836009906596e-08,6.418128004558563e-10
1.7944836009906596e-08,5.285517180224699e-10
1.7944836009906596e-08,4.1529063558908345e-10
1.7944836009906596e-08,3.020295531556971e-10
1.7944836009906596e-08,1.887684707223107e-10
1.7944836009906596e-08,7.550738828892427e-11
4.9334120449332525e-08,1.4775746200825535e-09
4.9334120449332525e-08,1.2559384270701705e-09
4.9334120449332525e-08,1.0343022340577875e-09
4.9334120449332525e-08,8.126660410454045e-10
4.9334120449332525e-08,5.910298480330215e-10
4.9334120449332525e-08,3.693936550206384e-10
4.9334120449332525e-08,1.4775746200825535e-10
4.9334120449332525e-08,1.477206518193927e-09
4.9334120449332525e-08,1.255625540464838e-09
4.9334120449332525e-08,1.0340445627357488e-09
4.9334120449332525e-08,8.124635850066599e-10
4.9334120449332525e-08,5.908826072775708e-10
4.9334120449332525e-08,3.693016295484818e-10
4.9334120449332525e-08,1.4772065181939268e-10
4.9334120449332525e-08,1.4768384621628426e-09
4.9334120449332525e-08,1.2553126928384162e-09
4.9334120449332525e-08,1.03378692351399e-09
4.9334120449332525e-08,8.122611541895634e-10
4.9334120449332525e-08,5.907353848651371e-10
4.9334120449332525e-08,3.692096155407107e-10
4.9334120449332525e-08,1.4768384621628424e-10
4.9334120449332525e-08,1.4764704519893006e-09
