Radius (m),Length (m),Aspect Ratio,Pressure Drop (Pa),Pressure Gradient(Pa m^-1),Apparent Wall Shear Rate (s^-1),Volumetric Flow Rate (m^3 s^-1)
0.0006989795918367346,0.12695751770095792,90.81632653061224,42276853.394418985,333000000.0,1.3048998031056716,3.4999394771884646e-10
0.0007091836734693877,0.13141607663473553,92.6530612244898,43761553.519366935,333000000.0,1.3511103887535805,3.7849217160206035e-10
0.0007193877551020408,0.13594960433152853,94.48979591836735,45271218.242399,333000000.0,1.3979968789399402,4.0877582818926994e-10
0.0007295918367346938,0.14055810079133693,96.3265306122449,46805847.5635152,333000000.0,1.4455452773746678,4.409217057787342e-10
0.0007397959183673469,0.14524156601416077,98.16326530612245,48365441.48271554,333000000.0,1.4937421935348913,4.750084360016545e-10
0.00075,0.15,100.0,49950000.0,333000000.0,1.5425748114223907,5.111165069132248e-10
0.00025,0.005,10.0,2311632.6530612246,462326530.6122449,0.3953155220348006,4.851251327634935e-12
0.0002602040816326531,0.006159933361099543,11.83673469387755,2847900.6196397766,462326530.6122449,0.40627561981414445,5.621509606120945e-12
0.00027040816326530614,0.007394835485214494,13.673469387755102,3418828.6343275337,462326530.6122449,0.41971228779370656,6.51779895378821e-12
0.0002806122448979592,0.008704706372344858,15.510204081632654,4024416.697124498,462326530.6122449,0.43564352263338296,7.560334256381629e-12
0.00029081632653061223,0.010089546022490629,17.346938775510203,4664664.808030668,462326530.6122449,0.4540433704313795,8.770888158495807e-12
0.0003010204081632653,0.011549354435651813,19.183673469387756,5339572.967046044,462326530.6122449,0.4748587409555511,1.0172838243340088e-11
0.00031122448979591837,0.013084131611828406,21.02040816326531,6049141.174170627,462326530.6122449,0.49802019452472257,1.179120325996559e-11
0.0003214285714285714,0.014693877551020407,22.857142857142858,6793369.429404414,462326530.6122449,0.5234490390377681,1.3652674071955894e-11
0.00033163265306122445,0.016378592253227818,24.693877551020407,7572257.732747408,462326530.6122449,0.5510620558679131,1.5785641856498658e-11
0.00034183673469387755,0.018138275718450645,26.53061224489796,8385806.08419961,462326530.6122449,0.5807746542900148,1.8220224774777463e-11
0.00035204081632653065,0.01997292794668888,28.367346938775512,9234014.483761018,462326530.6122449,0.6125029632454696,2.098829373676008e-11
0.0003622448979591837,0.021882548937942524,30.20408163265306,10116882.93143163,462326530.6122449,0.6461651951212888,2.412349759077377e-11
0.0003724489795918368,0.023867138692211586,32.04081632653062,11034411.427211454,462326530.6122449,0.6816825069539214,2.7661287917492455e-11
0.0003826530612244898,0.02592669720949604,33.87755102040816,11986599.971100476,462326530.6122449,0.7189795135090375,3.163894352732297e-11
0.0003928571428571429,0.028061224489795922,35.714285714285715,12973448.56309871,462326530.6122449,0.757984559409218,3.6095594715873883e-11
0.00040306122448979586,0.030270720533111202,37.55102040816327,13994957.203206146,462326530.6122449,0.7986298253575376,4.107224730742377e-11
0.00041326530612244896,0.0325551853394419,39.38775510204081,15051125.891422791,462326530.6122449,0.8408513213442522,4.6611806502360244e-11
0.000423469387755102,0.034914618908788005,41.22448979591837,16141954.627748642,462326530.6122449,0.8845888042523817,5.275910053672849e-11
0.0004336734693877551,0.03734902124114952,43.06122448979592,17267443.4121837,462326530.6122449,0.9297856463744869,5.956090415771933e-11
0.00044387755102040814,0.039858392336526445,44.89795918367347,18427592.24472796,462326530.6122449,0.9763886736114933,6.706596191664438e-11
0.00045408163265306124,0.042442732194918786,46.734693877551024,19622401.125381432,462326530.6122449,1.0243479865968759,7.532501127985306e-11
0.00046428571428571433,0.04510204081632653,48.57142857142857,20851870.054144107,462326530.6122449,1.0736167740262876,8.439080555762248e-11
0.0004744897959183673,0.04783631820074968,50.40816326530612,22115999.03101599,462326530.6122449,1.1241511246236262,9.431813665101429e-11
0.0004846938775510204,0.05064556434818826,52.244897959183675,23414788.055997077,462326530.6122449,1.1759098421239007,1.0516385761685425e-10
0.0004948979591836735,0.05352977925864223,54.08163265306123,24748237.12908737,462326530.6122449,1.2288542661779411,1.1698690505125076e-10
0.0005051020408163265,0.056488962932111614,55.91836734693878,26116346.250286866,462326530.6122449,1.2829481010249437,1.2984832129236898e-10
0.0005153061224489795,0.05952311536859641,57.755102040816325,27519115.419595573,462326530.6122449,1.3381572530218853,1.4381127644347286e-10
0.0005255102040816326,0.06263223656809662,59.59183673469388,28956544.637013488,462326530.6122449,1.3944496775816582,1.5894109021752815e-10
0.0005357142857142857,0.06581632653061226,61.42857142857143,30428633.902540613,462326530.6122449,1.451795235694635,1.753052536049151e-10
0.0005459183673469387,0.06907538525614328,63.26530612244898,31935383.216176935,462326530.6122449,1.5101655599477308,1.9297345036601428e-10
0.0005561224489795917,0.0724094127446897,65.10204081632654,33476792.57792246,462326530.6122449,1.569533929779183,2.120175783506222e-10
0.0005663265306122449,0.07581840899625157,66.93877551020408,35052861.9877772,462326530.6122449,1.6298751555928723,2.3251177064630644e-10
0.0005765306122448979,0.0793023740108288,68.77551020408163,36663591.44574114,462326530.6122449,1.6911654712859607,2.545324165579362e-10
0.0005867346938775511,0.0828613077884215,70.61224489795919,38308980.9518143,462326530.6122449,1.7533824347054658,2.7815818242073714e-10
0.000596938775510204,0.08649521032902957,72.44897959183675,39989030.50599665,462326530.6122449,1.816504835533675,3.034700322492755e-10
0.0006071428571428571,0.09020408163265306,74.28571428571429,41703740.10828821,462326530.6122449,1.880512610102552,3.305512482248662e-10
0.0006173469387755102,0.09398792169929196,76.12244897959184,43453109.75868898,462326530.6122449,1.9453867626481642,3.594874510239052e-10
0.0006275510204081633,0.09784673052894627,77.95918367346938,45237139.457198955,462326530.6122449,2.0111092925343654,3.903666199896829e-10
0.0006377551020408163,0.10178050812161599,79.79591836734694,47055829.203818135,462326530.6122449,2.0776631269976047,4.2327911315022997e-10
0.0006479591836734693,0.1057892544773011,81.63265306122449,48909178.99854651,462326530.6122449,2.145032058990007,4.5831768708475493e-10
0.0006581632653061225,0.10987296959600168,83.46938775510205,50797188.84138413,462326530.6122449,2.213200689724377,4.95577516641222e-10
0.0006683673469387755,0.11403165347771761,85.3061224489796,52719858.73233092,462326530.6122449,2.2821543755515563,5.35156214507603e-10
0.0006785714285714287,0.118265306122449,87.14285714285714,54677188.67138693,462326530.6122449,2.351879178826967,5.771538506393284e-10
0.0006887755102040815,0.12257392753019575,88.9795918367347,56669178.65855213,462326530.6122449,2.4223618224486003,6.216729715454004e-10
0.0006989795918367346,0.12695751770095792,90.81632653061224,58695828.69382655,462326530.6122449,2.4935896477731965,6.688186194356516e-10
0.0007091836734693877,0.13141607663473553,92.6530612244898,60757138.77721018,462326530.6122449,2.565550575640259,7.186983512315358e-10
0.0007193877551020408,0.13594960433152853,94.48979591836735,62853108.90870301,462326530.6122449,2.6382330702552768,7.714222574428599e-10
0.0007295918367346938,0.14055810079133693,96.3265306122449,64983739.08830504,462326530.6122449,2.7116261057036057,8.271029809127808e-10
0.0007397959183673469,0.14524156601416077,98.16326530612245,67149029.31601629,462326530.6122449,2.7857191348852153,8.85855735433371e-10
0.00075,0.15,100.0,69348979.59183674,462326530.6122449,2.86050206067781,9.477983242340023e-10
0.00025,0.005,10.0,2958265.306122449,591653061.2244898,0.618553714702054,7.590796117025975e-12
0.0002602040816326531,0.006159933361099543,11.83673469387755,3644543.4300334053,591653061.2244898,0.6507317347729753,9.003972967187807e-12
0.00027040816326530614,0.007394835485214494,13.673469387755102,4375177.052078641,591653061.2244898,0.6858728748955338,1.0651061778355812e-11
0.0002806122448979592,0.008704706372344858,15.510204081632654,5150166.172258158,591653061.2244898,0.7238294305151953,1.2561629302374695e-11
0.00029081632653061223,0.010089546022490629,17.346938775510203,5969510.790571956,591653061.2244898,0.7644585612336431,1.4767268897714782e-11
0.0003010204081632653,0.011549354435651813,19.183673469387756,6833210.907020035,591653061.2244898,0.8076244810878265,1.7301636252784012e-11
0.00031122448979591837,0.013084131611828406,21.02040816326531,7741266.521602395,591653061.2244898,0.8531995472713706,2.0200484626508338e-11
0.0003214285714285714,0.014693877551020407,22.857142857142858,8693677.634319033,591653061.2244898,0.9010646598405161,2.3501699690144542e-11
0.00033163265306122445,0.016378592253227818,24.693877551020407,9690444.245169953,591653061.2244898,0.9511092363433671,2.7245334008123183e-11
0.00034183673469387755,0.018138275718450645,26.53061224489796,10731566.354155157,591653061.2244898,1.0032309314442598,3.1473641173734745e-11
0.00035204081632653065,0.01997292794668888,28.367346938775512,11817043.96127464,591653061.2244898,1.0573352113936563,3.62311096053518e-11
0.0003622448979591837,0.021882548937942524,30.20408163265306,12946877.066528402,591653061.2244898,1.1133348541148347,4.156449600465153e-11
0.0003724489795918368,0.023867138692211586,32.04081632653062,14121065.669916451,591653061.2244898,1.171149420114914,4.752285847697827e-11
0.0003826530612244898,0.02592669720949604,33.87755102040816,15339609.77143877,591653061.2244898,1.2307047226216734,5.4157589314048446e-11
0.0003928571428571429,0.028061224489795922,35.714285714285715,16602509.37109538,591653061.2244898,1.2919323142770596,6.152244743986883e-11
0.00040306122448979586,0.030270720533111202,37.55102040816327,17909764.468886264,591653061.2244898,1.354769000435307,6.967359052161533e-11
0.00041326530612244896,0.0325551853394419,39.38775510204081,19261375.06481143,591653061.2244898,1.419156384347215,7.866960674811069e-11
0.000423469387755102,0.034914618908788005,41.22448979591837,20657341.15887088,591653061.2244898,1.4850404464247173,8.857154627934447e-11
0.0004336734693877551,0.03734902124114952,43.06122448979592,22097662.751064606,591653061.2244898,1.5523711578148809,9.944295237117462e-11
0.00044387755102040814,0.039858392336526445,44.89795918367347,23582339.841392618,591653061.2244898,1.621102127297539,1.1134989217991289e-10
0.00045408163265306124,0.042442732194918786,46.734693877551024,25111372.42985491,591653061.2244898,1.6911902798055716,1.2436098725194785e-10
0.00046428571428571433,0.04510204081632653,48.57142857142857,26684760.516451478,591653061.2244898,1.7625955644824478,1.3854744370389653e-10
0.0004744897959183673,0.04783631820074968,50.40816326530612,28302504.10118233,591653061.2244898,1.8352806900238183,1.5398308209902784e-10
0.0004846938775510204,0.05064556434818826,52.244897959183675,29964603.184047468,591653061.2244898,1.9092108850213532,1.7074436702586807e-10
0.0004948979591836735,0.05352977925864223,54.08163265306123,31671057.765046876,591653061.2244898,1.9843536810854714,1.8891043638500177e-10
0.0005051020408163265,0.056488962932111614,55.91836734693878,33421867.84418057,591653061.2244898,2.0606787166340395,2.0856313039013646e-10
0.0005153061224489795,0.05952311536859641,57.755102040816325,35217033.42144854,591653061.2244898,2.1381575593729156,2.2978702028949858e-10
0.0005255102040816326,0.06263223656809662,59.59183673469388,37056554.496850796,591653061.2244898,2.2167635456461263,2.526694368136035e-10
0.0005357142857142857,0.06581632653061226,61.42857142857143,38940431.07038735,591653061.2244898,2.2964716349881633,2.7730049835538365e-10
0.0005459183673469387,0.06907538525614328,63.26530612244898,40868663.14205816,591653061.2244898,2.3772582783623197,3.0377313888857697e-10
0.0005561224489795917,0.0724094127446897,65.10204081632654,42841250.71186325,591653061.2244898,2.4591012987130605,3.321831356301834e-10
0.0005663265306122449,0.07581840899625157,66.93877551020408,44858193.77980264,591653061.2244898,2.5419797825952197,3.6262913645268424e-10
0.0005765306122448979,0.0793023740108288,68.77551020408163,46919492.345876284,591653061.2244898,2.6258739817671417,3.952126870515945e-10
0.0005867346938775511,0.0828613077884215,70.61224489795919,49025146.41008424,591653061.2244898,2.7107652237486857,4.3003825787380963e-10
0.000596938775510204,0.08649521032902957,72.44897959183675,51175155.97242646,591653061.2244898,2.7966358304481345,4.672132708120398e-10
0.0006071428571428571,0.09020408163265306,74.28571428571429,53369521.032902956,591653061.2244898,2.883469044055445,5.068481256705377e-10
0.0006173469387755102,0.09398792169929196,76.12244897959184,55608241.59151374,591653061.2244898,2.9712489594830576,5.490562264071356e-10
0.0006275510204081633,0.09784673052894627,77.95918367346938,57891317.648258805,591653061.2244898,3.059960462710845,5.939540071565191e-10
0.0006377551020408163,0.10178050812161599,79.79591836734694,60218749.20313814,591653061.2244898,3.149589174459105,6.416609580394945e-10
0.0006479591836734693,0.1057892544773011,81.63265306122449,62590536.25615176,591653061.2244898,3.2401213986737716,6.922996507628897e-10
0.0006581632653061225,0.10987296959600168,83.46938775510205,65006678.80729969,591653061.2244898,3.3315440753617276,7.459957640145842e-10
0.0006683673469387755,0.11403165347771761,85.3061224489796,67467176.85658187,591653061.2244898,3.423844737362123,8.028781086580347e-10
0.0006785714285714287,0.118265306122449,87.14285714285714,69972030.40399835,591653061.2244898,3.5170114706824007,8.630786527305603e-10
0.0006887755102040815,0.12257392753019575,88.9795918367347,72521239.44954908,591653061.2244898,3.611032878065769,9.26732546249465e-10
0.0006989795918367346,0.12695751770095792,90.81632653061224,75114803.99323411,591653061.2244898,3.705898045491013,9.93978145830038e-10
0.0007091836734693877,0.13141607663473553,92.6530612244898,77752724.03505343,591653061.2244898,3.8015965113357524,1.0649570391192601e-09
0.0007193877551020408,0.13594960433152853,94.48979591836735,80434999.575007,591653061.2244898,3.8981182379614085,1.1398140690490264e-09
0.0007295918367346938,0.14055810079133693,96.3265306122449,83161630.61309488,591653061.2244898,3.9954535855021946,1.2186973579124916e-09
0.0007397959183673469,0.14524156601416077,98.16326530612245,85932617.14931704,591653061.2244898,4.093593287662134,1.3017583312671157e-09
0.00075,0.15,100.0,88747959.18367347,591653061.2244898,4.192528429343264,1.389151741667817e-09
0.00025,0.005,10.0,3604897.959183674,720979591.8367348,0.9114865350591348,1.1185622665577317e-11
0.0002602040816326531,0.006159933361099543,11.83673469387755,4441186.240427034,720979591.8367348,0.9638184542661863,1.3336056693957138e-11
0.00027040816326530614,0.007394835485214494,13.673469387755102,5331525.469829748,720979591.8367348,1.0190933868542429,1.5825712050431578e-11
0.0002806122448979592,0.008704706372344858,15.510204081632654,6275915.647391819,720979591.8367348,1.0771449702769622,1.8693210376795478e-11
0.00029081632653061223,0.010089546022490629,17.346938775510203,7274356.773113244,720979591.8367348,1.1378218407357197,2.1979636218243337e-11
0.0003010204081632653,0.011549354435651813,19.183673469387756,8326848.846994027,720979591.8367348,1.2009865713358556,2.572858214221414e-11
0.00031122448979591837,0.013084131611828406,21.02040816326531,9433391.869034164,720979591.8367348,1.2665144932515817,2.9986193302609904e-11
0.0003214285714285714,0.014693877551020407,22.857142857142858,10593985.839233654,720979591.8367348,1.3342925052538719,3.4801211450061016e-11
0.00033163265306122445,0.016378592253227818,24.693877551020407,11808630.757592497,720979591.8367348,1.404217930011901,4.022501839058752e-11
0.00034183673469387755,0.018138275718450645,26.53061224489796,13077326.624110702,720979591.8367348,1.476197447262663,4.631167889714304e-11
0.00035204081632653065,0.01997292794668888,28.367346938775512,14400073.438788263,720979591.8367348,1.5501461169985937,5.3117983080558085e-11
0.0003622448979591837,0.021882548937942524,30.20408163265306,15776871.201625176,720979591.8367348,1.6259864958581465,6.070348822811794e-11
0.0003724489795918368,0.023867138692211586,32.04081632653062,17207719.91262145,720979591.8367348,1.7036478442312313,6.913056011936194e-11
0.0003826530612244898,0.02592669720949604,33.87755102040816,18692619.571777064,720979591.8367348,1.7830654185507913,7.846441382970205e-11
0.0003928571428571429,0.028061224489795922,35.714285714285715,20231570.17909205,720979591.8367348,1.8641798418022992,8.877315403316826e-11
0.00040306122448979586,0.030270720533111202,37.55102040816327,21824571.73456638,720979591.8367348,1.9469365448020968,1.0012781481604874e-10
0.00041326530612244896,0.0325551853394419,39.38775510204081,23471624.238200072,720979591.8367348,2.031285270872408,1.1260239901345825e-10
0.000423469387755102,0.034914618908788005,41.22448979591837,25172727.689993117,720979591.8367348,2.117179636926405,1.262739170809642e-10
0.0004336734693877551,0.03734902124114952,43.06122448979592,26927882.089945517,720979591.8367348,2.20457674451739,1.4122242551338678e-10
0.00044387755102040814,0.039858392336526445,44.89795918367347,28737087.438057274,720979591.8367348,2.293436835008487,1.5753106482276798e-10
0.00045408163265306124,0.042442732194918786,46.734693877551024,30600343.73432839,720979591.8367348,2.3837229836279996,1.7528609708732322e-10
0.00046428571428571433,0.04510204081632653,48.57142857142857,32517650.978758853,720979591.8367348,2.475400827759278,1.9457694308294777e-10
0.0004744897959183673,0.04783631820074968,50.40816326530612,34489009.171348676,720979591.8367348,2.5684383253559893,2.154962190085747e-10
0.0004846938775510204,0.05064556434818826,52.244897959183675,36514418.312097855,720979591.8367348,2.6628055398668917,2.381397728163813e-10
0.0004948979591836735,0.05352977925864223,54.08163265306123,38593878.401006386,720979591.8367348,2.7584744484964827,2.6260672015751525e-10
0.0005051020408163265,0.056488962932111614,55.91836734693878,40727389.43807427,720979591.8367348,2.855418771020925,2.8899947995369277e-10
0.0005153061224489795,0.05952311536859641,57.755102040816325,42914951.42330152,720979591.8367348,2.953613816725258,3.174238096046774e-10
0.0005255102040816326,0.06263223656809662,59.59183673469388,45156564.35668811,720979591.8367348,3.0530363473323394,3.479888398413186e-10
0.0005357142857142857,0.06581632653061226,61.42857142857143,47452228.23823408,720979591.8367348,3.1536644540602903,3.808071092335024e-10
0.0005459183673469387,0.06907538525614328,63.26530612244898,49801943.067939386,720979591.8367348,3.2554774471777224,4.159945983620318e-10
0.0005561224489795917,0.0724094127446897,65.10204081632654,52205708.84580404,720979591.8367348,3.3584557566287745,4.5367076366314527e-10
0.0005663265306122449,0.07581840899625157,66.93877551020408,54663525.571828075,720979591.8367348,3.4625808424764952,4.939585709540649e-10
0.0005765306122448979,0.0793023740108288,68.77551020408163,57175393.246011436,720979591.8367348,3.5678351140668507,5.369845286476636e-10
0.0005867346938775511,0.0828613077884215,70.61224489795919,59741311.86835419,720979591.8367348,3.6742018569495047,5.828787206640685e-10
0.000596938775510204,0.08649521032902957,72.44897959183675,62361281.43885627,720979591.8367348,3.7816651667079713,6.317748390466945e-10
0.0006071428571428571,0.09020408163265306,74.28571428571429,65035301.957517706,720979591.8367348,3.8902098889534478,6.838102162899904e-10
0.0006173469387755102,0.09398792169929196,76.12244897959184,67763373.4243385,720979591.8367348,3.9998215648250794,7.391258573858542e-10
0.0006275510204081633,0.09784673052894627,77.95918367346938,70545495.83931866,720979591.8367348,4.1104863814167665,7.978664715954846e-10
0.0006377551020408163,0.10178050812161599,79.79591836734694,73381669.20245816,720979591.8367348,4.22219112661808,8.601805039531472e-10
0.0006479591836734693,0.1057892544773011,81.63265306122449,76271893.51375702,720979591.8367348,4.334923147915996,9.262201665081407e-10
0.0006581632653061225,0.10987296959600168,83.46938775510205,79216168.77321526,720979591.8367348,4.448670314755675,9.961414693109916e-10
0.0006683673469387755,0.11403165347771761,85.3061224489796,82214494.98083282,720979591.8367348,4.5634209841040185,1.0701042511497252e-09
0.0006785714285714287,0.118265306122449,87.14285714285714,85266872.13660976,720979591.8367348,4.679163968899341,1.148272210041852e-09
0.0006887755102040815,0.12257392753019575,88.9795918367347,88373300.24054603,720979591.8367348,4.79588850910548,1.2308129334874816e-09
0.0006989795918367346,0.12695751770095792,90.81632653061224,91533779.29264167,720979591.8367348,4.913584245119445,1.3178979284888575e-09
0.0007091836734693877,0.13141607663473553,92.6530612244898,94748309.29289669,720979591.8367348,5.032241193308669,1.409702651341333e-09
0.0007193877551020408,0.13594960433152853,94.48979591836735,98016890.24131103,720979591.8367348,5.151849723477961,1.5064065372007454e-09
0.0007295918367346938,0.14055810079133693,96.3265306122449,101339522.13788472,720979591.8367348,5.272400538087226,1.608193029431895e-09
0.0007397959183673469,0.14524156601416077,98.16326530612245,104716204.9826178,720979591.8367348,5.393884653059703,1.715249608742721e-09
0.00075,0.15,100.0,108146938.7755102,720979591.8367348,5.516293380037074,1.8277678221086052e-09
0.00025,0.005,10.0,4251530.612244898,850306122.4489796,1.240282745546741,1.5220559225718047e-11
0.0002602040816326531,0.006159933361099543,11.83673469387755,5237829.050820663,850306122.4489796,1.3108754888664393,1.813817712335842e-11
0.00027040816326530614,0.007394835485214494,13.673469387755102,6287873.887580856,850306122.4489796,1.3843660162964644,2.1498106286351965e-11
0.0002806122448979592,0.008704706372344858,15.510204081632654,7401665.12252548,850306122.4489796,1.4605989810710407,2.534782669251446e-11
0.00029081632653061223,0.010089546022490629,17.346938775510203,8579202.755654532,850306122.4489796,1.5394354865200612,2.973772410036247e-11
0.0003010204081632653,0.011549354435651813,19.183673469387756,9820486.786968017,850306122.4489796,1.6207511182429806,3.472114449324567e-11
0.00031122448979591837,0.013084131611828406,21.02040816326531,11125517.21646593,850306122.4489796,1.7044341836177812,4.035444771762785e-11
0.0003214285714285714,0.014693877551020407,22.857142857142858,12494294.044148272,850306122.4489796,1.790384156844078,4.669706033259543e-11
0.00033163265306122445,0.016378592253227818,24.693877551020407,13926817.270015042,850306122.4489796,1.8785103163790122,5.3811527689732407e-11
0.00034183673469387755,0.018138275718450645,26.53061224489796,15423086.894066248,850306122.4489796,1.9687305566880344,6.17635652638457e-11
0.00035204081632653065,0.01997292794668888,28.367346938775512,16983102.916301884,850306122.4489796,2.0609703548249922,7.062210925579801e-11
0.0003622448979591837,0.021882548937942524,30.20408163265306,18606865.336721946,850306122.4489796,2.1551618728210253,8.04593664890395e-11
0.0003724489795918368,0.023867138692211586,32.04081632653062,20294374.155326445,850306122.4489796,2.2512431782500166,9.135086362143341e-11
0.0003826530612244898,0.02592669720949604,33.87755102040816,22045629.37211536,850306122.4489796,2.3491575671118885,1.0337549569373397e-10
0.0003928571428571429,0.028061224489795922,35.714285714285715,23860630.987088718,850306122.4489796,2.44885297503644,1.1661557403566604e-10
0.00040306122448979586,0.030270720533111202,37.55102040816327,25739379.000246495,850306122.4489796,2.5502814646025525,1.3115687355002228e-10
0.00041326530612244896,0.0325551853394419,39.38775510204081,27681873.41158871,850306122.4489796,2.653398778214234,1.4708867939458867e-10
0.000423469387755102,0.034914618908788005,41.22448979591837,29688114.22111535,850306122.4489796,2.7581639474461266,1.6450383308103946e-10
0.0004336734693877551,0.03734902124114952,43.06122448979592,31758101.428826425,850306122.4489796,2.864538951062234,1.8349877800926354e-10
0.00044387755102040814,0.039858392336526445,44.89795918367347,33891835.034721926,850306122.4489796,2.972488415031534,2.0417360445487333e-10
0.00045408163265306124,0.042442732194918786,46.734693877551024,36089315.038801864,850306122.4489796,3.08197934882802,2.2663209402695456e-10
0.00046428571428571433,0.04510204081632653,48.57142857142857,38350541.44106622,850306122.4489796,3.1929809131281,2.509817636124188e-10
